499.8459	0.4427	0.9443
501.1617	0.4615	0.9297
502.1319	0.456	0.9405
498.136	0.4372	0.9374
498.8177	0.428	0.9124
510.1185	0.4443	0.9286
488.7082	0.4521	0.914
511.1472	0.4594	0.902
501.6878	0.4509	0.9327
505.0003	0.4388	0.9213
491.6792	0.4531	0.9163
497.0498	0.4383	0.9258
498.6097	0.4404	0.9398
502.1136	0.4435	0.9279
491.649	0.4377	0.9239
502.3582	0.4473	0.9256
493.9358	0.441	0.921
500.331	0.4471	0.9045
503.2618	0.4454	0.9357
450.3997	0.5382	0.8992
445.2576	0.5024	0.8877
452.0575	0.5209	0.9263
453.3849	0.4955	0.8709
454.2887	0.4967	0.8652
446.5442	0.5138	0.9041
452.2469	0.5111	0.9239
450.5032	0.4776	0.8839
454.1303	0.4693	0.8747
452.6808	0.478	0.897
454.4894	0.4717	0.8673
449.3403	0.5012	0.9003
449.264	0.4918	0.9166
455.0389	0.4926	0.9044
439.3817	0.4728	0.8618
447.4771	0.5156	0.8893
443.647	0.5088	0.894
448.0871	0.4982	0.9363
453.2434	0.5204	0.9183
454.1286	0.4825	0.8989
444.9253	0.5083	0.9262
447.6447	0.507	0.8791
450.6851	0.507	0.893
448.5407	0.4854	0.9283
451.5091	0.5065	0.93
451.9997	0.4897	0.9146
445.3502	0.4821	0.9098
449.1158	0.4759	0.8883
439.3395	0.5208	0.9149
455.7268	0.4831	0.8834
446.8545	0.4965	0.9115
443.9808	0.4758	0.9056
448.7303	0.4941	0.9228
442.8568	0.4354	0.8915
449.8957	0.4783	0.9127
447.1967	0.4715	0.9159
460.8889	0.4797	0.882
455.6923	0.4957	0.9031
437.5156	0.4935	0.9319
452.2066	0.5389	0.9022
443.0093	0.4886	0.8938
448.7247	0.495	0.9091
450.822	0.4686	0.8945
453.7387	0.4905	0.9089
448.6348	0.4732	0.8973
457.8815	0.5006	0.8996
447.5953	0.5171	0.9092
451.6376	0.5081	0.9272
453.3237	0.486	0.909
450.4259	0.4674	0.933
454.4048	0.5292	0.8594
451.6161	0.541	0.891
446.0793	0.5024	0.9047
440.9731	0.4802	0.8833
459.293	0.524	0.8745
446.9773	0.4881	0.9123
450.5168	0.4906	0.9123
452.8158	0.5177	0.9058
450.568	0.4723	0.9079
445.4764	0.4609	0.8826
447.6614	0.5084	0.89
449.3756	0.508	0.8979
457.3948	0.5019	0.8862
445.6959	0.5099	0.9066
453.9233	0.5216	0.9473
451.5431	0.5194	0.8904
448.8307	0.4886	0.9129
444.7151	0.5162	0.8793
448.5793	0.5035	0.9268
449.5665	0.4899	0.8806
450.3997	0.4554	0.9068
445.2576	0.4346	0.8602
452.0575	0.448	0.9164
453.3849	0.445	0.8725
454.2887	0.4538	0.851
446.5442	0.4541	0.8676
452.2469	0.4541	0.8987
450.5032	0.4464	0.9011
454.1303	0.444	0.8832
452.6808	0.4441	0.8857
454.4894	0.4585	0.8927
449.3403	0.4315	0.8508
449.264	0.4479	0.8684
455.0389	0.4527	0.8434
439.3817	0.4435	0.871
447.4771	0.4548	0.899
443.647	0.4493	0.8943
448.0871	0.4406	0.9258
453.2434	0.4516	0.8833
454.1286	0.4473	0.8369
444.9253	0.4459	0.9138
447.6447	0.4429	0.9056
450.6851	0.4506	0.8683
448.5407	0.4315	0.8845
451.5091	0.446	0.8956
451.9997	0.4446	0.8877
445.3502	0.4409	0.8939
449.1158	0.4565	0.8777
439.3395	0.4427	0.8792
455.7268	0.4554	0.8818
446.8545	0.4598	0.8642
443.9808	0.4484	0.9085
448.7303	0.4528	0.8801
442.8568	0.4564	0.8937
449.8957	0.4492	0.8629
447.1967	0.4554	0.8585
460.8889	0.4374	0.8782
455.6923	0.4611	0.8749
437.5156	0.4401	0.9039
452.2066	0.4317	0.8921
443.0093	0.4638	0.8908
448.7247	0.4494	0.8511
450.822	0.4545	0.8606
453.7387	0.4464	0.884
448.6348	0.4398	0.873
457.8815	0.4193	0.9058
447.5953	0.4563	0.9068
451.6376	0.4471	0.8684
453.3237	0.448	0.8975
450.4259	0.4541	0.9079
454.4048	0.4358	0.8864
451.6161	0.4427	0.9125
446.0793	0.4615	0.9012
440.9731	0.456	0.8843
459.293	0.4372	0.8975
446.9773	0.428	0.8839
450.5168	0.4443	0.8717
452.8158	0.4521	0.8872
450.568	0.4594	0.8807
445.4764	0.4509	0.8727
447.6614	0.4388	0.9154
449.3756	0.4531	0.8844
457.3948	0.4383	0.9346
445.6959	0.4404	0.8741
453.9233	0.4435	0.8913
451.5431	0.4377	0.9117
448.8307	0.4473	0.9346
444.7151	0.441	0.8861
448.5793	0.4471	0.8642
449.5665	0.4454	0.8961
421.3482	0.4554	0.8197
422.4714	0.4346	0.8705
412.5844	0.448	0.8348
414.8987	0.445	0.8916
417.765	0.4538	0.8056
420.5483	0.4541	0.859
425.6437	0.4541	0.85
418.5502	0.4464	0.8349
426.3078	0.444	0.8581
422.3771	0.4441	0.8341
425.8706	0.4585	0.8672
420.6347	0.4315	0.8513
416.7159	0.4479	0.8172
412.593	0.4527	0.8015
420.7774	0.4435	0.8443
424.0928	0.4548	0.8729
418.5371	0.4493	0.8536
417.2961	0.4406	0.8511
418.4568	0.4516	0.8638
414.517	0.4473	0.8221
417.535	0.4459	0.8785
419.0963	0.4429	0.8321
420.2292	0.4506	0.8508
419.6811	0.4315	0.8427
423.0567	0.446	0.853
420.5466	0.4446	0.8111
429.0701	0.4409	0.8805
421.5601	0.4565	0.8609
429.0225	0.4427	0.8902
416.3844	0.4554	0.8783
422.6327	0.4598	0.8502
418.6987	0.4484	0.8312
423.0007	0.4528	0.8152
422.9697	0.4564	0.8503
409.0699	0.4492	0.8544
413.3648	0.4554	0.8709
412.7949	0.4374	0.831
422.0092	0.4611	0.8659
427.351	0.4401	0.8514
418.3659	0.4317	0.8345
424.0616	0.4638	0.8655
422.7277	0.4494	0.8553
414.7418	0.4545	0.8453
421.9873	0.4464	0.8875
416.2405	0.4398	0.8622
427.5813	0.4193	0.8478
419.8372	0.4563	0.8555
428.18	0.4471	0.8517
417.8747	0.448	0.8535
422.9472	0.4541	0.8591
419.686	0.4358	0.8379
409.8902	0.4427	0.8341
415.0893	0.4615	0.8572
423.0626	0.456	0.8877
419.7256	0.4372	0.8439
414.4063	0.428	0.8297
416.8681	0.4443	0.8452
421.2476	0.4521	0.8403
415.0349	0.4594	0.8435
424.8748	0.4509	0.8595
416.7965	0.4388	0.8474
429.0443	0.4531	0.8381
414.6007	0.4383	0.8411
420.9959	0.4404	0.8235
412.3949	0.4435	0.8328
416.3818	0.4377	0.8217
417.0337	0.4473	0.8397
422.0067	0.441	0.8283
424.7107	0.4471	0.8359
421.5024	0.4454	0.844
